TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,1.981,3.828,Primero - ESO,603,1.171
Mujeres,1.847,3.828,Primero - ESO,568,1.171
Hombres,1.981,3.828,Segundo - ESO,530,1.011
Mujeres,1.847,3.828,Segundo - ESO,481,1.011
Hombres,1.981,3.828,Tercero - ESO,455,870
Mujeres,1.847,3.828,Tercero - ESO,415,870
Hombres,1.981,3.828,Cuarto - ESO,393,776
Mujeres,1.847,3.828,Cuarto - ESO,383,776

