TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,3.841,7.537,Primero - ESO,1.059,2.073
Mujeres,3.696,7.537,Primero - ESO,1.014,2.073
Hombres,3.841,7.537,Segundo - ESO,990,1.934
Mujeres,3.696,7.537,Segundo - ESO,944,1.934
Hombres,3.841,7.537,Tercero - ESO,928,1.840
Mujeres,3.696,7.537,Tercero - ESO,912,1.840
Hombres,3.841,7.537,Cuarto - ESO,864,1.690
Mujeres,3.696,7.537,Cuarto - ESO,826,1.690

