TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,4.453,8.746,Primero - ESO,1.190,2.327
Mujeres,4.293,8.746,Primero - ESO,1.137,2.327
Hombres,4.453,8.746,Segundo - ESO,1.156,2.226
Mujeres,4.293,8.746,Segundo - ESO,1.070,2.226
Hombres,4.453,8.746,Tercero - ESO,1.100,2.112
Mujeres,4.293,8.746,Tercero - ESO,1.012,2.112
Hombres,4.453,8.746,Cuarto - ESO,1.007,2.081
Mujeres,4.293,8.746,Cuarto - ESO,1.074,2.081

