TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,2.565,4.956,Primero - ESO,673,1.261
Mujeres,2.391,4.956,Primero - ESO,588,1.261
Hombres,2.565,4.956,Segundo - ESO,643,1.243
Mujeres,2.391,4.956,Segundo - ESO,600,1.243
Hombres,2.565,4.956,Tercero - ESO,629,1.214
Mujeres,2.391,4.956,Tercero - ESO,585,1.214
Hombres,2.565,4.956,Cuarto - ESO,620,1.238
Mujeres,2.391,4.956,Cuarto - ESO,618,1.238

