TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,2.672,5.198,Primero - ESO,753,1.474
Mujeres,2.526,5.198,Primero - ESO,721,1.474
Hombres,2.672,5.198,Segundo - ESO,697,1.354
Mujeres,2.526,5.198,Segundo - ESO,657,1.354
Hombres,2.672,5.198,Tercero - ESO,655,1.265
Mujeres,2.526,5.198,Tercero - ESO,610,1.265
Hombres,2.672,5.198,Cuarto - ESO,567,1.105
Mujeres,2.526,5.198,Cuarto - ESO,538,1.105

