TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,4.003,8.086,Primero - ESO,1.104,2.200
Mujeres,4.083,8.086,Primero - ESO,1.096,2.200
Hombres,4.003,8.086,Segundo - ESO,1.098,2.178
Mujeres,4.083,8.086,Segundo - ESO,1.080,2.178
Hombres,4.003,8.086,Tercero - ESO,934,1.915
Mujeres,4.083,8.086,Tercero - ESO,981,1.915
Hombres,4.003,8.086,Cuarto - ESO,867,1.793
Mujeres,4.083,8.086,Cuarto - ESO,926,1.793

