TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,1.213,2.362,Primero - ESO,337,667
Mujeres,1.149,2.362,Primero - ESO,330,667
Hombres,1.213,2.362,Segundo - ESO,309,600
Mujeres,1.149,2.362,Segundo - ESO,291,600
Hombres,1.213,2.362,Tercero - ESO,293,575
Mujeres,1.149,2.362,Tercero - ESO,282,575
Hombres,1.213,2.362,Cuarto - ESO,274,520
Mujeres,1.149,2.362,Cuarto - ESO,246,520

