TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,1.771,3.653,Primero - ESO,473,960
Mujeres,1.882,3.653,Primero - ESO,487,960
Hombres,1.771,3.653,Segundo - ESO,416,871
Mujeres,1.882,3.653,Segundo - ESO,455,871
Hombres,1.771,3.653,Tercero - ESO,468,924
Mujeres,1.882,3.653,Tercero - ESO,456,924
Hombres,1.771,3.653,Cuarto - ESO,414,898
Mujeres,1.882,3.653,Cuarto - ESO,484,898

