TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,3.896,7.587,Primero - ESO,1.074,2.057
Mujeres,3.691,7.587,Primero - ESO,983,2.057
Hombres,3.896,7.587,Segundo - ESO,1.035,1.975
Mujeres,3.691,7.587,Segundo - ESO,940,1.975
Hombres,3.896,7.587,Tercero - ESO,925,1.856
Mujeres,3.691,7.587,Tercero - ESO,931,1.856
Hombres,3.896,7.587,Cuarto - ESO,862,1.699
Mujeres,3.691,7.587,Cuarto - ESO,837,1.699

