TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,4.579,8.644,Primero - ESO,1.208,2.334
Mujeres,4.065,8.644,Primero - ESO,1.126,2.334
Hombres,4.579,8.644,Segundo - ESO,1.282,2.338
Mujeres,4.065,8.644,Segundo - ESO,1.056,2.338
Hombres,4.579,8.644,Tercero - ESO,1.088,2.024
Mujeres,4.065,8.644,Tercero - ESO,936,2.024
Hombres,4.579,8.644,Cuarto - ESO,1.001,1.948
Mujeres,4.065,8.644,Cuarto - ESO,947,1.948

