TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,5.503,10.612,Primero - ESO,1.482,2.858
Mujeres,5.109,10.612,Primero - ESO,1.376,2.858
Hombres,5.503,10.612,Segundo - ESO,1.431,2.761
Mujeres,5.109,10.612,Segundo - ESO,1.330,2.761
Hombres,5.503,10.612,Tercero - ESO,1.360,2.635
Mujeres,5.109,10.612,Tercero - ESO,1.275,2.635
Hombres,5.503,10.612,Cuarto - ESO,1.230,2.358
Mujeres,5.109,10.612,Cuarto - ESO,1.128,2.358

