TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,942,1.783,Primero - ESO,275,505
Mujeres,841,1.783,Primero - ESO,230,505
Hombres,942,1.783,Segundo - ESO,269,468
Mujeres,841,1.783,Segundo - ESO,199,468
Hombres,942,1.783,Tercero - ESO,221,452
Mujeres,841,1.783,Tercero - ESO,231,452
Hombres,942,1.783,Cuarto - ESO,177,358
Mujeres,841,1.783,Cuarto - ESO,181,358

