TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,3.648,7.130,Primero - ESO,1.021,1.973
Mujeres,3.482,7.130,Primero - ESO,952,1.973
Hombres,3.648,7.130,Segundo - ESO,914,1.791
Mujeres,3.482,7.130,Segundo - ESO,877,1.791
Hombres,3.648,7.130,Tercero - ESO,923,1.776
Mujeres,3.482,7.130,Tercero - ESO,853,1.776
Hombres,3.648,7.130,Cuarto - ESO,790,1.590
Mujeres,3.482,7.130,Cuarto - ESO,800,1.590

