TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,2.442,4.814,Primero - ESO,581,1.197
Mujeres,2.372,4.814,Primero - ESO,616,1.197
Hombres,2.442,4.814,Segundo - ESO,599,1.160
Mujeres,2.372,4.814,Segundo - ESO,561,1.160
Hombres,2.442,4.814,Tercero - ESO,631,1.234
Mujeres,2.372,4.814,Tercero - ESO,603,1.234
Hombres,2.442,4.814,Cuarto - ESO,631,1.223
Mujeres,2.372,4.814,Cuarto - ESO,592,1.223

