TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,2.555,5.026,Primero - ESO,788,1.502
Mujeres,2.471,5.026,Primero - ESO,714,1.502
Hombres,2.555,5.026,Segundo - ESO,678,1.349
Mujeres,2.471,5.026,Segundo - ESO,671,1.349
Hombres,2.555,5.026,Tercero - ESO,591,1.175
Mujeres,2.471,5.026,Tercero - ESO,584,1.175
Hombres,2.555,5.026,Cuarto - ESO,498,1.000
Mujeres,2.471,5.026,Cuarto - ESO,502,1.000

