TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,4.033,7.841,Primero - ESO,1.062,2.036
Mujeres,3.808,7.841,Primero - ESO,974,2.036
Hombres,4.033,7.841,Segundo - ESO,994,1.960
Mujeres,3.808,7.841,Segundo - ESO,966,1.960
Hombres,4.033,7.841,Tercero - ESO,1.047,2.004
Mujeres,3.808,7.841,Tercero - ESO,957,2.004
Hombres,4.033,7.841,Cuarto - ESO,930,1.841
Mujeres,3.808,7.841,Cuarto - ESO,911,1.841

