TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,2.315,5.336,Primero - ESO,625,1.385
Mujeres,3.021,5.336,Primero - ESO,760,1.385
Hombres,2.315,5.336,Segundo - ESO,593,1.371
Mujeres,3.021,5.336,Segundo - ESO,778,1.371
Hombres,2.315,5.336,Tercero - ESO,571,1.352
Mujeres,3.021,5.336,Tercero - ESO,781,1.352
Hombres,2.315,5.336,Cuarto - ESO,526,1.228
Mujeres,3.021,5.336,Cuarto - ESO,702,1.228

