TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,1.920,3.910,Primero - ESO,489,983
Mujeres,1.990,3.910,Primero - ESO,494,983
Hombres,1.920,3.910,Segundo - ESO,507,1.004
Mujeres,1.990,3.910,Segundo - ESO,497,1.004
Hombres,1.920,3.910,Tercero - ESO,458,954
Mujeres,1.990,3.910,Tercero - ESO,496,954
Hombres,1.920,3.910,Cuarto - ESO,466,969
Mujeres,1.990,3.910,Cuarto - ESO,503,969

