TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,1.325,2.646,Primero - ESO,341,673
Mujeres,1.321,2.646,Primero - ESO,332,673
Hombres,1.325,2.646,Segundo - ESO,380,721
Mujeres,1.321,2.646,Segundo - ESO,341,721
Hombres,1.325,2.646,Tercero - ESO,312,621
Mujeres,1.321,2.646,Tercero - ESO,309,621
Hombres,1.325,2.646,Cuarto - ESO,292,631
Mujeres,1.321,2.646,Cuarto - ESO,339,631

