TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,2.517,4.798,Primero - ESO,735,1.419
Mujeres,2.281,4.798,Primero - ESO,684,1.419
Hombres,2.517,4.798,Segundo - ESO,629,1.196
Mujeres,2.281,4.798,Segundo - ESO,567,1.196
Hombres,2.517,4.798,Tercero - ESO,591,1.110
Mujeres,2.281,4.798,Tercero - ESO,519,1.110
Hombres,2.517,4.798,Cuarto - ESO,562,1.073
Mujeres,2.281,4.798,Cuarto - ESO,511,1.073

