TITULARIDAD_CONCIERTO2,CentrosAM2,CentrosAM3,Niveles,Textbox15,Textbox16
Hombres,2.174,4.132,Primero - ESO,524,1.004
Mujeres,1.958,4.132,Primero - ESO,480,1.004
Hombres,2.174,4.132,Segundo - ESO,540,1.008
Mujeres,1.958,4.132,Segundo - ESO,468,1.008
Hombres,2.174,4.132,Tercero - ESO,556,1.078
Mujeres,1.958,4.132,Tercero - ESO,522,1.078
Hombres,2.174,4.132,Cuarto - ESO,554,1.042
Mujeres,1.958,4.132,Cuarto - ESO,488,1.042

